name_original,name_corrected,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
CE 15:0,CE(15:0),CE(15:0),HMDB0060057,24779606,NA,NA,NA,[H][C@@]12CCC([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OC(=O)CCCCCCCCCCCCCC,1
CE 16:0,CE(16:0),CE(16:0),HMDB0000885,246520,3663,C11251,5844,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,1
CE 16:1,CE(16:1),CE(16:1),L1,NA,NA,NA,NA,NA,1
CE 18:0,CE(18:0),CE(18:0),HMDB0010368,53480457,NA,C02530,5898,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4(C(C3CC=C2C1)CCC4[C@H](C)CCCC(C)C)C)C,1
CE 18:1,CE(18:1),CE(18:1(9Z)),HMDB0000918,5283632,46898,C14641,5872,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,1
CE 18:2,CE(18:2),"CE(18:2(9Z,12Z))",HMDB0000610,5287939,41509,C15441,5584,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,1
CE 18:3,CE(18:3),"CE(18:3(6Z,9Z,12Z))",HMDB0010369,53480458,88756,NA,NA,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4(C(C3CC=C2C1)CCC4[C@H](C)CCCC(C)C)C)C,1
CE 20:0,CE(20:0),CE(20:0),HMDB0006740,53477894,NA,C02530,NA,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4(C(C3CC=C2C1)CCC4[C@H](C)CCCC(C)C)C)C,1
CE 20:3,CE(20:3),"CE(20:3(8Z,11Z,14Z))",HMDB0006736,53477892,NA,C02530,NA,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4(C(C3CC=C2C1)CCC4[C@H](C)CCCC(C)C)C)C,1
CE 20:4,CE(20:4),"CE(20:4(5Z,8Z,11Z,14Z))",HMDB0006726,131801657,NA,C02530,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,1
CE 20:5,CE(20:5),CE(20:5),L2,NA,NA,NA,NA,NA,1
CE 22:6,CE(22:6),"CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB0006733,53477890,NA,C02530,NA,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4(C(C3CC=C2C1)CCC4[C@H](C)CCCC(C)C)C)C,1
Cer d34:0,Cer(d34:0),Cer(d34:0),L3,NA,NA,NA,NA,NA,1
Cer d34:1,Cer(d34:1),Cer(d34:1),L4,NA,NA,NA,NA,NA,1
Cer d36:0,Cer(d36:0),Cer(d36:0),L5,NA,NA,NA,NA,NA,1
Cer d36:1,Cer(d36:1),Cer(d36:1),L6,NA,NA,NA,NA,NA,1
Cer d38:1,Cer(d38:1),Cer(d38:1),L7,NA,NA,NA,NA,NA,1
Cer d40:1,Cer(d40:1),Cer(d40:1),L8,NA,NA,NA,NA,NA,1
Cer d40:2,Cer(d40:2),Cer(d40:2),L9,NA,NA,NA,NA,NA,1
Cer d41:1,Cer(d41:1),Cer(d41:1),L10,NA,NA,NA,NA,NA,1
Cer d42:0,Cer(d42:0),Cer(d42:0),L11,NA,NA,NA,NA,NA,1
Cer d42:1,Cer(d42:1),Cer(d42:1),L12,NA,NA,NA,NA,NA,1
Cer d42:2,Cer(d42:2),Cer(d42:2),L13,NA,NA,NA,NA,NA,1
Cholesterol(-H2O),Cholesterol M (-H2O),CE(14:0),HMDB0006725,99486,84304,NA,NA,CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,1
DAG 32:0,DAG(32:0),DG(14:0/18:0/0:0),HMDB0007013,53477951,NA,NA,NA,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCC,1
DAG 32:1,DAG(32:1),DG(14:0/18:1(11Z)/0:0),HMDB0007014,53477952,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,1
DAG 34:1,DAG(34:1),DG(14:0/20:1(11Z)/0:0),HMDB0007021,53477956,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,1
DAG 36:1,DAG(36:1),DG(14:0/22:1(13Z)/0:0),HMDB0007029,53477964,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,1
DAG 36:2,DAG(36:2),"DG(14:0/22:2(13Z,16Z)/0:0)",HMDB0007030,53477965,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,1
DAG 36:3,DAG(36:3),"DG(14:1(9Z)/22:2(13Z,16Z)/0:0)",HMDB0007059,53477994,NA,NA,NA,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC,1
DAG 36:4,DAG(36:4),"DG(14:0/22:4(7Z,10Z,13Z,16Z)/0:0)",HMDB0007031,53477966,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
DAG 38:1,DAG(38:1),DG(14:0/24:1(15Z)/0:0),HMDB0007036,53477971,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,1
DAG 38:2,DAG(38:2),DG(14:1(9Z)/24:1(15Z)/0:0),HMDB0007065,53478000,NA,NA,NA,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC,1
DAG 38:4,DAG(38:4),"DG(16:0/22:4(7Z,10Z,13Z,16Z)/0:0)",HMDB0007118,9543803,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
DAG 38:5,DAG(38:5),"DG(16:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",HMDB0007119,53478030,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
DAG 38:6,DAG(38:6),"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB0007121,9543827,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1
DAG 40:4,DAG(40:4),"DG(18:0/22:4(7Z,10Z,13Z,16Z)/0:0)",HMDB0007176,9543859,NA,NA,NA,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
DAG 40:5,DAG(40:5),"DG(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",HMDB0007177,53478054,NA,NA,NA,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
DAG 40:6,DAG(40:6),"DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB0007179,9543881,NA,NA,NA,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1
DAG 40:7,DAG(40:7),"DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB0007208,53478083,NA,NA,NA,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1
DAG 40:8,DAG(40:8),"DG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB0007266,9543899,NA,NA,NA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1
GlcCer d32:1,GlcCer(d32:1),GlcCer(d32:1),L14,NA,NA,NA,NA,NA,1
GlcCer d34:1,GlcCer(d34:1),GlcCer(d34:1),L15,NA,NA,NA,NA,NA,1
GlcCer d36:1,GlcCer(d36:1),GlcCer(d36:1),L16,NA,NA,NA,NA,NA,1
GlcCer d38:1,GlcCer(d38:1),GlcCer(d38:1),L17,NA,NA,NA,NA,NA,1
GlcCer d40:1,GlcCer(d40:1),GlcCer(d40:1),L18,NA,NA,NA,NA,NA,1
GlcCer d42:1,GlcCer(d42:1),GlcCer(d42:1),L19,NA,NA,NA,NA,NA,1
GlcCer d42:2,GlcCer(d42:2),GlcCer(d42:2),L20,NA,NA,NA,NA,NA,1
GlcCer d44:1,GlcCer(d44:1),GlcCer(d44:1),L21,NA,NA,NA,NA,NA,1
GlcCer d44:2,GlcCer(d44:2),GlcCer(d44:2),L22,NA,NA,NA,NA,NA,1
LacCer d32:1,LacCer(d32:1),LacCer(d32:1),L23,NA,NA,NA,NA,NA,1
LacCer d34:1,LacCer(d34:1),LacCer(d34:1),L24,NA,NA,NA,NA,NA,1
LacCer d36:1,LacCer(d36:1),LacCer(d36:1),L25,NA,NA,NA,NA,NA,1
LacCer d38:1,LacCer(d38:1),LacCer(d38:1),L26,NA,NA,NA,NA,NA,1
LacCer d40:1,LacCer(d40:1),LacCer(d40:1),L27,NA,NA,NA,NA,NA,1
LacCer d42:1,LacCer(d42:1),LacCer(d42:1),L28,NA,NA,NA,NA,NA,1
LacCer d42:2,LacCer(d42:2),LacCer(d42:2),L29,NA,NA,NA,NA,NA,1
LacCer d44:1,LacCer(d44:1),LacCer(d44:1),L30,NA,NA,NA,NA,NA,1
LacCer d44:2,LacCer(d44:2),LacCer(d44:2),L31,NA,NA,NA,NA,NA,1
LPC 14:0,LPC(14:0),LysoPC(14:0),HMDB0010379,460604,NA,C04230,NA,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 15:0,LPC(15:0),LysoPC(15:0),HMDB0010381,24779458,580912,C04230,NA,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 16:0,LPC(16:0),LysoPC(16:0),HMDB0010382,460602,72998,C04230,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 16:1,LPC(16:1),LysoPC(16:1(9Z)),HMDB0010383,24779461,NA,C04230,NA,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 17:0,LPC(17:0),LysoPC(17:0),HMDB0012108,24779463,580913,C04230,NA,CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 17:1,LPC(17:1),LPC(17:1),L32,NA,NA,NA,NA,NA,1
LPC 18:0,LPC(18:0),LysoPC(18:0),HMDB0010384,497299,NA,C04230,NA,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 18:1,LPC(18:1),LysoPC(18:1(9Z)),HMDB0002815,16081932,NA,C04230,184,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 18:2,LPC(18:2),"LysoPC(18:2(9Z,12Z))",HMDB0010386,11005824,28733,C04230,NA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 20:0,LPC(20:0),LysoPC(20:0),HMDB0010390,24779473,NA,C04230,NA,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 20:1,LPC(20:1),LysoPC(20:1(11Z)),HMDB0010391,52924051,88685,C04230,NA,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 20:3,LPC(20:3),"LysoPC(20:3(5Z,8Z,11Z))",HMDB0010393,53480467,74343,C04230,NA,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 20:4,LPC(20:4),"LysoPC(20:4(5Z,8Z,11Z,14Z))",HMDB0010395,24779476,NA,C04230,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 22:4,LPC(22:4),"LysoPC(22:4(7Z,10Z,13Z,16Z))",HMDB0010401,52924039,133657,C04230,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 22:5,LPC(22:5),"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0010402,53480473,74348,C04230,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC 22:6,LPC(22:6),"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB0010404,10415542,73873,C04230,NA,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC O-16:0,LPC(o16:0),LysoPC(16:0),HMDB0010382,460602,72998,C04230,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC O-16:1,LPC(o16:1),LysoPC(16:1(9Z)),HMDB0010383,24779461,NA,C04230,NA,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC O-18:0,LPC(18:0),LysoPC(18:0),HMDB0010384,497299,NA,C04230,NA,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPC O-18:1,LPC(18:1),LysoPC(18:1(9Z)),HMDB0002815,16081932,NA,C04230,184,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1
LPE 16:0,LPE(16:0),LysoPE(0:0/16:0),HMDB0011473,53480922,131743,NA,NA,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
LPE 18:0,LPE(18:0),LysoPE(0:0/18:0),HMDB0011129,53480667,133144,NA,NA,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
LPE 18:1,LPE(18:1),LysoPE(0:0/18:1(11Z)),HMDB0011475,53480924,NA,NA,NA,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
LPE 18:2,LPE(18:2),"LysoPE(0:0/18:2(9Z,12Z))",HMDB0011477,53480926,76090,NA,NA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
LPE 20:3,LPE(20:3),"LysoPE(0:0/20:3(11Z,14Z,17Z))",HMDB0011484,53480933,NA,NA,NA,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
LPE 20:4,LPE(20:4),"LysoPE(0:0/20:4(5Z,8Z,11Z,14Z))",HMDB0011487,53480936,72741,NA,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
LPE 22:6,LPE(22:6),"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB0011496,53480945,72749,NA,NA,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
PC 30:0,PC(30:0),PC(14:0/16:0),HMDB0007869,129657,NA,C00157,NA,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1
PC 32:0,PC(32:0),PC(16:0/16:0),HMDB0000564,452110,72999,C00157,5548,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,1
PC 32:1,PC(32:1),PC(14:0/18:1(11Z)),HMDB0007872,24778618,NA,C00157,NA,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC,1
PC 32:3,PC(32:3),PC(32:3),HMDB0008196,52922825,89536,C00157,NA,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C,1
PC 33:1,PC(33:1),PC(15:0/18:1(11Z)),HMDB0007938,24778662,NA,C00157,NA,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC,1
PC 33:2,PC(33:2),PC(33:2),HMDB0008132,52922715,NA,C00157,NA,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1
PC 34:0,PC(34:0),PC(14:0/20:0),HMDB0007878,24778633,NA,C00157,NA,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1
PC 34:1,PC(34:1),PC(14:0/20:1(11Z)),HMDB0007879,52922226,NA,C00157,NA,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,1
PC 34:2,PC(34:2),"PC(14:0/20:2(11Z,14Z))",HMDB0007880,52922228,NA,C00157,NA,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,1
PC 34:3,PC(34:3),"PC(14:0/20:3(5Z,8Z,11Z))",HMDB0007881,53478605,NA,C00157,NA,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,1
PC 34:4,PC(34:4),PC(34:4),HMDB0008459,53479057,88897,C00157,NA,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C,1
PC 34:5,PC(34:5),PC(34:5),HMDB0008492,52923333,NA,C00157,NA,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C,1
PC 34:6,PC(34:6),PC(34:6),HMDB0008493,52923335,NA,C00157,NA,CCCC\C=C/CCCCCCCC(=O)O[C@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP([O-])(=O)OCC[N+](C)(C)C,1
PC 35:2,PC(35:2),PC(35:2),HMDB0008330,52923157,NA,C00157,NA,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1
PC 35:5,PC(35:5),PC(35:5),HMDB0008494,53479123,NA,C00157,NA,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP([O-])(=O)OCC[N+](C)(C)C,1
PC 36:0,PC(36:0),PC(14:0/22:0),HMDB0007886,24778638,NA,C00157,NA,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1
