name_original,name_corrected,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
PI 38:3,PI(38:3),PI(38:3),HMDB0009907,NA,NA,C00626,NA,[H][C@@](COC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC,1
PI 38:4,PI(38:4),PI(38:4),HMDB0009914,52928215,89303,NA,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC(COP(=O)(O)O1C(O)C(O)C(O)(O)C1O)OC(=O)CCCCCCCCCCCCCCC,1
PI 38:5,PI(38:5),PI(38:5),HMDB0009918,NA,89299,C00626,NA,[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC,1
PI 38:6,PI(38:6),PI(38:6),L46,NA,NA,NA,NA,NA,1
PI 40:3,PI(40:3),PI(40:3),HMDB0009868,NA,88677,C00626,NA,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,1
PI 40:4,PI(40:4),PI(40:4),HMDB0009915,52928220,89304,NA,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC(COP(=O)(O)O1C(O)C(O)C(O)(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,1
PI 40:5,PI(40:5),PI(40:5),HMDB0009919,NA,89300,C00626,NA,[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,1
PI 40:6,PI(40:6),PI(40:6),HMDB0009920,52928249,89307,NA,NA,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC(COP(=O)(O)O1C(O)C(O)C(O)(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,1
PI 40:7,PI(40:7),PI(40:7),L47,NA,NA,NA,NA,NA,1
PI 40:8,PI(40:8),PI(40:8),L48,NA,NA,NA,NA,NA,1
PI 42:7,PI(42:7),PI(42:7),L49,NA,NA,NA,NA,NA,1
PI 42:8,PI(42:8),PI(42:8),L50,NA,NA,NA,NA,NA,1
PS 34:0,PS(34:0),PS(34:0),HMDB0112511,52925974,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,1
PS 34:1,PS(34:1),PS(34:1),HMDB0112540,52925640,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,1
PS 36:0,PS(36:0),PS(36:0),HMDB0112707,52925958,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,1
PS 36:1,PS(36:1),PS(36:1),HMDB0112736,131819906,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,1
PS 36:2,PS(36:2),PS(36:2),HMDB0112761,52925868,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,1
PS 36:3,PS(36:3),PS(36:3),HMDB0112762,52925869,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCC)C(O)=O,1
PS 36:4,PS(36:4),PS(36:4),HMDB0116750,131823377,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O,1
PS 38:0,PS(38:0),PS(38:0),HMDB0112881,131820003,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,1
PS 38:1,PS(38:1),PS(38:1),HMDB0112910,131820029,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,1
PS 38:2,PS(38:2),PS(38:2),HMDB0112911,131820030,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)C(O)=O,1
PS 38:3,PS(38:3),PS(38:3),HMDB0112765,52925873,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,1
PS 38:4,PS(38:4),PS(38:4),HMDB0112791,52925903,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC)C(O)=O,1
PS 38:5,PS(38:5),PS(38:5),HMDB0116763,52925682,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,1
PS 38:6,PS(38:6),PS(38:6),HMDB0112843,131819974,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,1
PS 40:2,PS(40:2),PS(40:2),HMDB0112914,131820033,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,1
PS 40:3,PS(40:3),PS(40:3),HMDB0112768,52925878,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)C(O)=O,1
PS 40:4,PS(40:4),PS(40:4),HMDB0112793,52925908,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC)C(O)=O,1
PS 40:5,PS(40:5),PS(40:5),HMDB0116775,131823390,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O,1
PS 40:6,PS(40:6),PS(40:6),HMDB0112846,131819977,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC)C(O)=O,1
PS 40:7,PS(40:7),PS(40:7),HMDB0116764,52925692,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O,1
PS 40:8,PS(40:8),PS(40:8),HMDB0116788,131823399,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,1
PS 41:4,PS(41:4),PS(41:4),L51,NA,NA,NA,NA,NA,1
PS 41:5,PS(41:5),PS(41:5),L52,NA,NA,NA,NA,NA,1
PS 41:6,PS(41:6),PS(41:6),L53,NA,NA,NA,NA,NA,1
PS 41:7,PS(41:7),PS(41:7),L54,NA,NA,NA,NA,NA,1
PS 42:4,PS(42:4),PS(42:4),HMDB0112920,102515102,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)C(O)=O,1
PS 42:6,PS(42:6),PS(42:6),HMDB0112868,52925945,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCCCC)C(O)=O,1
PS 42:7,PS(42:7),PS(42:7),HMDB0116780,52925890,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O,1
PS 42:8,PS(42:8),PS(42:8),HMDB0116789,131823400,NA,NA,NA,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,1
SM d32:1,SM(d32:1),SM(d32:1),L55,NA,NA,NA,NA,NA,1
SM d32:2,SM(d32:2),SM(d32:2),L56,NA,NA,NA,NA,NA,1
SM d33:1,SM(d33:1),SM(d33:1),L57,NA,NA,NA,NA,NA,1
SM d34:0,SM(d34:0),SM(d34:0),L58,NA,NA,NA,NA,NA,1
SM d34:1,SM(d34:1),SM(d34:1),L59,NA,NA,NA,NA,NA,1
SM d34:2,SM(d34:2),SM(d34:2),L60,NA,NA,NA,NA,NA,1
SM d35:1,SM(d35:1),SM(d35:1),L61,NA,NA,NA,NA,NA,1
SM d35:2,SM(d35:2),SM(d35:2),L62,NA,NA,NA,NA,NA,1
SM d36:0,SM(d36:0),SM(d36:0),L63,NA,NA,NA,NA,NA,1
SM d36:1,SM(d36:1),SM(d36:1),L64,NA,NA,NA,NA,NA,1
SM d36:2,SM(d36:2),SM(d36:2),L65,NA,NA,NA,NA,NA,1
SM d38:1,SM(d38:1),SM(d38:1),L66,NA,NA,NA,NA,NA,1
SM d38:2,SM(d38:2),SM(d38:2),L67,NA,NA,NA,NA,NA,1
SM d40:1,SM(d40:1),SM(d40:1),L68,NA,NA,NA,NA,NA,1
SM d40:2,SM(d40:2),SM(d40:2),L69,NA,NA,NA,NA,NA,1
SM d41:1,SM(d41:1),SM(d41:1),L70,NA,NA,NA,NA,NA,1
SM d41:2,SM(d41:2),SM(d41:2),L71,NA,NA,NA,NA,NA,1
SM d42:1,SM(d42:1),SM(d42:1),L72,NA,NA,NA,NA,NA,1
SM d42:2,SM(d42:2),SM(d42:2),L73,NA,NA,NA,NA,NA,1
SM d44:2,SM(d44:2),SM(d44:2),L74,NA,NA,NA,NA,NA,1
TAG 40:0,TAG(40:0),TG(i-20:0/10:0/10:0),HMDB0062996,131770670,NA,NA,NA,[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC,1
TAG 42:0,TAG(42:0),TG(i-20:0/14:0/8:0),HMDB0062816,131770492,NA,NA,NA,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC,1
TAG 42:1,TAG(42:1),TG(14:0/14:0/14:1(9Z)),HMDB0042068,131753215,NA,NA,NA,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCCCCCCCC,1
TAG 44:0,TAG(44:0),TG(14:0/14:0/16:0),HMDB0042063,97045147,NA,NA,NA,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,1
TAG 44:1,TAG(44:1),TG(14:0/14:0/16:1(9Z)),HMDB0042069,131753216,NA,NA,NA,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,1
TAG 44:2,TAG(44:2),TG(14:0/14:1(9Z)/16:1(9Z)),HMDB0042279,131753421,NA,NA,NA,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCC,1
TAG 46:0,TAG(46:0),TG(16:0/14:0/16:0),HMDB0010411,545606,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,1
TAG 46:1,TAG(46:1),TG(16:0/14:0/16:1(9Z)),HMDB0010412,53480480,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCC,1
TAG 46:2,TAG(46:2),TG(16:1(9Z)/14:0/16:1(9Z)),HMDB0010419,53480484,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\CCCCCC,1
TAG 46:4,TAG(46:4),"TG(14:0/14:0/18:4(6Z,9Z,12Z,15Z))",HMDB0042085,131753231,NA,NA,NA,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,1
TAG 48:0,TAG(48:0),TG(16:0/16:0/16:0),HMDB0005356,11147,77393,NA,3857,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 48:1,TAG(48:1),TG(16:0/16:0/16:1(9Z)),HMDB0005359,131750336,NA,C00422,4716,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 48:2,TAG(48:2),TG(16:0/16:1(9Z)/16:1(9Z)),HMDB0005376,100981287,NA,C00422,4717,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,1
TAG 48:3,TAG(48:3),TG(16:1(9Z)/16:1(9Z)/16:1(9Z)),HMDB0005432,9543989,75841,NA,4719,CCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\CCCCCC,1
TAG 50:0,TAG(50:0),TG(16:0/16:0/18:0),HMDB0005357,3246953,NA,C00422,4703,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 50:1,TAG(50:1),TG(16:0/16:0/18:1(9Z)),HMDB0005360,99649113,NA,C00422,4705,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 50:2,TAG(50:2),"TG(16:0/16:0/18:2(9Z,12Z))",HMDB0005362,99649114,NA,C00422,4743,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 50:3,TAG(50:3),"TG(16:0/16:1(9Z)/18:2(9Z,12Z))",HMDB0005379,131750350,NA,C00422,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,1
TAG 50:4,TAG(50:4),"TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))",HMDB0005435,131750394,NA,C00422,NA,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,1
TAG 52:0,TAG(52:0),TG(16:0/16:0/20:0),HMDB0005358,9544047,NA,C00422,4779,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 52:1,TAG(52:1),TG(16:0/16:0/20:1(11Z)),HMDB0005361,131750337,NA,C00422,4795,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 52:2,TAG(52:2),"TG(16:0/18:0/18:2(9Z,12Z))",HMDB0005369,131750341,NA,C00422,NA,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,1
TAG 52:3,TAG(52:3),"TG(16:0/18:1(9Z)/18:2(9Z,12Z))",HMDB0005384,99647498,NA,C00422,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,1
TAG 52:4,TAG(52:4),"TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))",HMDB0005363,131750338,NA,C00422,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 53:4,TAG(53:4),"TG(15:0/16:0/22:4(7Z,10Z,13Z,16Z))",HMDB0043038,131754169,NA,NA,NA,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,1
TAG 54:1,TAG(54:1),TG(16:0/18:0/20:1(11Z)),HMDB0005368,131750340,NA,C00422,NA,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,1
TAG 54:2,TAG(54:2),TG(16:0/18:1(9Z)/20:1(11Z)),HMDB0005383,131750353,NA,C00422,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,1
TAG 54:3,TAG(54:3),"TG(16:0/18:2(9Z,12Z)/20:1(11Z))",HMDB0005389,131750358,NA,C00422,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,1
TAG 54:4,TAG(54:4),"TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))",HMDB0005370,131750342,NA,C00422,NA,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
TAG 54:5,TAG(54:5),"TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0005385,131750354,NA,C00422,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,1
TAG 54:6,TAG(54:6),"TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0005391,131750359,NA,C00422,NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,1
TAG 56:1,TAG(56:1),TG(16:0/20:0/20:1(11Z)),HMDB0005372,131750344,NA,C00422,NA,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,1
TAG 56:4,TAG(56:4),"TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))",HMDB0005373,131750345,NA,C00422,NA,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
TAG 56:7,TAG(56:7),"TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0005462,131750416,NA,C00422,NA,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,1
TAG 58:8,TAG(58:8),"TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0005413,131750375,NA,C00422,NA,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
TAG 58:9,TAG(58:9),"TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0005463,131750417,NA,C00422,NA,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1
